Marker_Name,Chromosome,Position,Position,,
PGAS1_00345,1,00345,34500000,,
PGAS1_00346,1,00346,34600000,,
PGAS1_00347,1,00347,34700000,,
PGAS1_00348,1,00348,34800000,,
PGAS1_00349,1,00349,34900000,,
PGAS1_00351,1,00351,35100000,,
PGAS1_00352,1,00352,35200000,,
PGAS1_00353,1,00353,35300000,,
PGAS1_00354,1,00354,35400000,,
PGAS1_00355,1,00355,35500000,,
PGAS1_00356,1,00356,35600000,,
PGAS1_00357,1,00357,35700000,,
PGAS1_00358,1,00358,35800000,,
PGAS1_00360,1,00360,36000000,,
PGAS1_00361,1,00361,36100000,,
PGAS1_00363,1,00363,36300000,,
PGAS1_00364,1,00364,36400000,,
PGAS1_00366,1,00366,36600000,,
PGAS1_00367,1,00367,36700000,,
PGAS1_00368,1,00368,36800000,,
PGAS1_00370,1,00370,37000000,,
PGAS1_00371,1,00371,37100000,,
PGAS1_00373,1,00373,37300000,,
PGAS1_00375,1,00375,37500000,,
PGAS1_00376,1,00376,37600000,,
PGAS1_00377,1,00377,37700000,,
PGAS1_00379,1,00379,37900000,,
PGAS1_00380,1,00380,38000000,,
PGAS1_00381,1,00381,38100000,,
PGAS1_00383,1,00383,38300000,,
PGAS1_00384,1,00384,38400000,,
PGAS1_00386,1,00386,38600000,,
PGAS1_00388,1,00388,38800000,,
PGAS1_00390,1,00390,39000000,,
PGAS1_00391,1,00391,39100000,,
PGAS1_00392,1,00392,39200000,,
PGAS1_00394,1,00394,39400000,,
PGAS1_00395,1,00395,39500000,,
PGAS1_00397,1,00397,39700000,,
PGAS1_00398,1,00398,39800000,,
PGAS1_00399,1,00399,39900000,,
PGAS1_00400,1,00400,40000000,,
PGAS1_00402,1,00402,40200000,,
PGAS1_00403,1,00403,40300000,,
PGAS1_00405,1,00405,40500000,,
PGAS1_00406,1,00406,40600000,,
PGAS1_00407,1,00407,40700000,,
PGAS1_00408,1,00408,40800000,,
PGAS1_00410,1,00410,41000000,,
PGAS1_00411,1,00411,41100000,,
PGAS1_00414,1,00414,41400000,,
PGAS1_00416,1,00416,41600000,,
PGAS1_00417,1,00417,41700000,,
PGAS1_00419,1,00419,41900000,,
PGAS1_00420,1,00420,42000000,,
PGAS1_00422,1,00422,42200000,,
PGAS1_00423,1,00423,42300000,,
PGAS1_00424,1,00424,42400000,,
PGAS1_00425,1,00425,42500000,,
PGAS1_00427,1,00427,42700000,,
PGAS1_00428,1,00428,42800000,,
PGAS1_00429,1,00429,42900000,,
PGAS1_00430,1,00430,43000000,,
PGAS1_00431,1,00431,43100000,,
PGAS1_00432,1,00432,43200000,,
PGAS1_00433,1,00433,43300000,,
PGAS1_00434,1,00434,43400000,,
PGAS1_00435,1,00435,43500000,,
PGAS1_00436,1,00436,43600000,,
PGAS1_00438,1,00438,43800000,,
PGAS1_00440,1,00440,44000000,,
PGAS1_00441,1,00441,44100000,,
PGAS1_00442,1,00442,44200000,,
PGAS1_00443,1,00443,44300000,,
PGAS1_00444,1,00444,44400000,,
PGAS1_00445,1,00445,44500000,,
PGAS1_00446,1,00446,44600000,,
PGAS1_00447,1,00447,44700000,,
PGAS1_00448,1,00448,44800000,,
PGAS1_00449,1,00449,44900000,,
PGAS1_00450,1,00450,45000000,,
PGAS1_00452,1,00452,45200000,,
PGAS1_00453,1,00453,45300000,,
PGAS1_00454,1,00454,45400000,,
PGAS1_00456,1,00456,45600000,,
PGAS1_00459,1,00459,45900000,,
PGAS1_00460,1,00460,46000000,,
PGAS1_00462,1,00462,46200000,,
PGAS1_00463,1,00463,46300000,,
PGAS1_00464,1,00464,46400000,,
PGAS1_00466,1,00466,46600000,,
PGAS1_00467,1,00467,46700000,,
PGAS1_00468,1,00468,46800000,,
PGAS1_00470,1,00470,47000000,,
PGAS1_00471,1,00471,47100000,,
PGAS1_00472,1,00472,47200000,,
PGAS1_00473,1,00473,47300000,,
PGAS1_00474,1,00474,47400000,,
PGAS1_00475,1,00475,47500000,,
PGAS1_00477,1,00477,47700000,,
PGAS1_00478,1,00478,47800000,,
PGAS1_00479,1,00479,47900000,,
PGAS1_00480,1,00480,48000000,,
PGAS1_00481,1,00481,48100000,,
PGAS1_00483,1,00483,48300000,,
PGAS1_00484,1,00484,48400000,,
PGAS1_00485,1,00485,48500000,,
PGAS1_00486,1,00486,48600000,,
PGAS1_00487,1,00487,48700000,,
PGAS1_00489,1,00489,48900000,,
PGAS1_00490,1,00490,49000000,,
PGAS1_00492,1,00492,49200000,,
PGAS1_00493,1,00493,49300000,,
PGAS1_00494,1,00494,49400000,,
PGAS1_00495,1,00495,49500000,,
PGAS1_00497,1,00497,49700000,,
PGAS1_00498,1,00498,49800000,,
PGAS1_00499,1,00499,49900000,,
PGAS1_00500,1,00500,50000000,,
PGAS1_00501,1,00501,50100000,,
PGAS1_00502,1,00502,50200000,,
PGAS1_00503,1,00503,50300000,,
PGAS1_00504,1,00504,50400000,,
PGAS1_00507,1,00507,50700000,,
PGAS1_00508,1,00508,50800000,,
PGAS1_00509,1,00509,50900000,,
PGAS1_00510,1,00510,51000000,,
PGAS1_00512,1,00512,51200000,,
PGAS1_00513,1,00513,51300000,,
PGAS1_00514,1,00514,51400000,,
PGAS1_00515,1,00515,51500000,,
PGAS1_00516,1,00516,51600000,,
PGAS1_00518,1,00518,51800000,,
PGAS1_00520,1,00520,52000000,,
PGAS1_00522,1,00522,52200000,,
PGAS1_00523,1,00523,52300000,,
PGAS1_00524,1,00524,52400000,,
PGAS1_00526,1,00526,52600000,,
PGAS1_00527,1,00527,52700000,,
PGAS1_00528,1,00528,52800000,,
PGAS1_00529,1,00529,52900000,,
PGAS1_00530,1,00530,53000000,,
PGAS1_00531,1,00531,53100000,,
PGAS1_00532,1,00532,53200000,,
PGAS1_00534,1,00534,53400000,,
PGAS1_00535,1,00535,53500000,,
PGAS1_00536,1,00536,53600000,,
PGAS1_00538,1,00538,53800000,,
PGAS1_00539,1,00539,53900000,,
PGAS1_00540,1,00540,54000000,,
PGAS1_00542,1,00542,54200000,,
PGAS1_00543,1,00543,54300000,,
PGAS1_00545,1,00545,54500000,,
PGAS1_00546,1,00546,54600000,,
PGAS1_00547,1,00547,54700000,,
PGAS1_00548,1,00548,54800000,,
PGAS1_00549,1,00549,54900000,,
PGAS1_00550,1,00550,55000000,,
PGAS1_00552,1,00552,55200000,,
PGAS1_00553,1,00553,55300000,,
PGAS1_00555,1,00555,55500000,,
PGAS1_00556,1,00556,55600000,,
PGAS1_00557,1,00557,55700000,,
PGAS1_00558,1,00558,55800000,,
PGAS1_00559,1,00559,55900000,,
PGAS1_00560,1,00560,56000000,,
PGAS1_00561,1,00561,56100000,,
PGAS1_00562,1,00562,56200000,,
PGAS1_00563,1,00563,56300000,,
PGAS1_00564,1,00564,56400000,,
PGAS1_00565,1,00565,56500000,,
PGAS1_00566,1,00566,56600000,,
PGAS1_00567,1,00567,56700000,,
PGAS1_00569,1,00569,56900000,,
PGAS1_00570,1,00570,57000000,,
PGAS1_00571,1,00571,57100000,,
PGAS1_00572,1,00572,57200000,,
PGAS1_00573,1,00573,57300000,,
PGAS1_00574,1,00574,57400000,,
PGAS1_00575,1,00575,57500000,,
PGAS1_00576,1,00576,57600000,,
PGAS1_00578,1,00578,57800000,,
PGAS1_00579,1,00579,57900000,,
PGAS1_00581,1,00581,58100000,,
PGAS1_00582,1,00582,58200000,,
PGAS1_00583,1,00583,58300000,,
PGAS1_00585,1,00585,58500000,,
PGAS1_00586,1,00586,58600000,,
PGAS1_00587,1,00587,58700000,,
PGAS1_00588,1,00588,58800000,,
PGAS1_00589,1,00589,58900000,,
PGAS1_00590,1,00590,59000000,,
PGAS1_00591,1,00591,59100000,,
PGAS1_00592,1,00592,59200000,,
PGAS1_00593,1,00593,59300000,,
PGAS1_00594,1,00594,59400000,,
PGAS1_00595,1,00595,59500000,,
PGAS1_00596,1,00596,59600000,,
PGAS1_00597,1,00597,59700000,,
PGAS1_00598,1,00598,59800000,,
PGAS1_00599,1,00599,59900000,,
PGAS1_00600,1,00600,60000000,,
PGAS1_00601,1,00601,60100000,,
PGAS1_00602,1,00602,60200000,,
PGAS1_00603,1,00603,60300000,,
PGAS1_00604,1,00604,60400000,,
PGAS1_00605,1,00605,60500000,,
PGAS1_00606,1,00606,60600000,,
PGAS1_00608,1,00608,60800000,,
PGAS1_00609,1,00609,60900000,,
PGAS1_00610,1,00610,61000000,,
PGAS1_00611,1,00611,61100000,,
PGAS1_00612,1,00612,61200000,,
PGAS1_00613,1,00613,61300000,,
PGAS1_00614,1,00614,61400000,,
PGAS1_00615,1,00615,61500000,,
PGAS1_00616,1,00616,61600000,,
PGAS1_00617,1,00617,61700000,,
PGAS1_00618,1,00618,61800000,,
PGAS1_00619,1,00619,61900000,,
PGAS1_00620,1,00620,62000000,,
PGAS1_00621,1,00621,62100000,,
PGAS1_00622,1,00622,62200000,,
PGAS1_00623,1,00623,62300000,,
PGAS1_00625,1,00625,62500000,,
PGAS1_00626,1,00626,62600000,,
PGAS1_00627,1,00627,62700000,,
PGAS1_00628,1,00628,62800000,,
PGAS1_00630,1,00630,63000000,,
PGAS1_00631,1,00631,63100000,,
PGAS1_00632,1,00632,63200000,,
PGAS1_00633,1,00633,63300000,,
PGAS1_00635,1,00635,63500000,,
PGAS1_00636,1,00636,63600000,,
PGAS1_00637,1,00637,63700000,,
PGAS1_00638,1,00638,63800000,,
PGAS1_00639,1,00639,63900000,,
PGAS1_00641,1,00641,64100000,,
PGAS1_00643,1,00643,64300000,,
PGAS1_00644,1,00644,64400000,,
PGAS1_00645,1,00645,64500000,,
PGAS1_00647,1,00647,64700000,,
PGAS1_00648,1,00648,64800000,,
PGAS1_00649,1,00649,64900000,,
PGAS1_00651,1,00651,65100000,,
PGAS1_00652,1,00652,65200000,,
PGAS1_00654,1,00654,65400000,,
PGAS1_00657,1,00657,65700000,,
PGAS1_00658,1,00658,65800000,,
PGAS1_00660,1,00660,66000000,,
PGAS1_00662,1,00662,66200000,,
PGAS1_00663,1,00663,66300000,,
PGAS1_00664,1,00664,66400000,,
PGAS1_00666,1,00666,66600000,,
PGAS1_00668,1,00668,66800000,,
PGAS1_00669,1,00669,66900000,,
PGAS1_00671,1,00671,67100000,,
PGAS1_00672,1,00672,67200000,,
PGAS1_00673,1,00673,67300000,,
PGAS1_00675,1,00675,67500000,,
PGAS1_00676,1,00676,67600000,,
PGAS1_00677,1,00677,67700000,,
PGAS1_00678,1,00678,67800000,,
PGAS1_00679,1,00679,67900000,,
PGAS1_00680,1,00680,68000000,,
PGAS1_00682,1,00682,68200000,,
PGAS1_00684,1,00684,68400000,,
PGAS1_00686,1,00686,68600000,,
PGAS1_00687,1,00687,68700000,,
PGAS1_00688,1,00688,68800000,,
PGAS1_00689,1,00689,68900000,,
PGAS1_00690,1,00690,69000000,,
PGAS1_00692,1,00692,69200000,,
PGAS1_00693,1,00693,69300000,,
PGAS1_00694,1,00694,69400000,,
PGAS1_00695,1,00695,69500000,,
PGAS1_00696,1,00696,69600000,,
PGAS1_00697,1,00697,69700000,,
PGAS1_00699,1,00699,69900000,,
PGAS1_00700,1,00700,70000000,,
PGAS1_00701,1,00701,70100000,,
PGAS1_00703,1,00703,70300000,,
PGAS1_00706,1,00706,70600000,,
PGAS1_00707,1,00707,70700000,,
PGAS1_00708,1,00708,70800000,,
PGAS1_00709,1,00709,70900000,,
PGAS1_00710,1,00710,71000000,,
PGAS1_00711,1,00711,71100000,,
PGAS1_00712,1,00712,71200000,,
PGAS1_00713,1,00713,71300000,,
PGAS1_00714,1,00714,71400000,,
PGAS1_00715,1,00715,71500000,,
PGAS1_00716,1,00716,71600000,,
PGAS1_00717,1,00717,71700000,,
PGAS1_00718,1,00718,71800000,,
PGAS1_00719,1,00719,71900000,,
PGAS1_00720,1,00720,72000000,,
PGAS1_00721,1,00721,72100000,,
PGAS1_00722,1,00722,72200000,,
PGAS1_00723,1,00723,72300000,,
PGAS1_00725,1,00725,72500000,,
PGAS1_00726,1,00726,72600000,,
PGAS1_00727,1,00727,72700000,,
PGAS1_00728,1,00728,72800000,,
PGAS1_00729,1,00729,72900000,,
PGAS1_00730,1,00730,73000000,,
PGAS1_00731,1,00731,73100000,,
PGAS1_00732,1,00732,73200000,,
PGAS1_00733,1,00733,73300000,,
PGAS1_00734,1,00734,73400000,,
PGAS1_00736,1,00736,73600000,,
PGAS1_00737,1,00737,73700000,,
PGAS1_00738,1,00738,73800000,,
PGAS1_00739,1,00739,73900000,,
PGAS1_00740,1,00740,74000000,,
PGAS1_00743,1,00743,74300000,,
PGAS1_00745,1,00745,74500000,,
PGAS1_00749,1,00749,74900000,,
PGAS1_00750,1,00750,75000000,,
PGAS1_00751,1,00751,75100000,,
PGAS1_00752,1,00752,75200000,,
PGAS1_00753,1,00753,75300000,,
PGAS1_00754,1,00754,75400000,,
PGAS1_00755,1,00755,75500000,,
PGAS1_00756,1,00756,75600000,,
PGAS1_00760,1,00760,76000000,,
PGAS1_00762,1,00762,76200000,,
PGAS1_00763,1,00763,76300000,,
PGAS1_00764,1,00764,76400000,,
PGAS1_00765,1,00765,76500000,,
PGAS1_00766,1,00766,76600000,,
PGAS1_00767,1,00767,76700000,,
PGAS1_00768,1,00768,76800000,,
PGAS1_00769,1,00769,76900000,,
PGAS1_00770,1,00770,77000000,,
PGAS1_00771,1,00771,77100000,,
PGAS1_00772,1,00772,77200000,,
PGAS1_00773,1,00773,77300000,,
PGAS1_00774,1,00774,77400000,,
PGAS1_00775,1,00775,77500000,,
PGAS1_00776,1,00776,77600000,,
PGAS1_00778,1,00778,77800000,,
PGAS1_00779,1,00779,77900000,,
PGAS1_00780,1,00780,78000000,,
PGAS1_00782,1,00782,78200000,,
PGAS1_00783,1,00783,78300000,,
PGAS1_00784,1,00784,78400000,,
PGAS1_00785,1,00785,78500000,,
PGAS1_00786,1,00786,78600000,,
PGAS1_00787,1,00787,78700000,,
PGAS1_00789,1,00789,78900000,,
PGAS1_00790,1,00790,79000000,,
PGAS1_00792,1,00792,79200000,,
PGAS1_00794,1,00794,79400000,,
PGAS1_00795,1,00795,79500000,,
PGAS1_00796,1,00796,79600000,,
PGAS1_00797,1,00797,79700000,,
PGAS1_00798,1,00798,79800000,,
PGAS1_00799,1,00799,79900000,,
PGAS1_00800,1,00800,80000000,,
PGAS1_00802,1,00802,80200000,,
PGAS1_00804,1,00804,80400000,,
PGAS1_00805,1,00805,80500000,,
PGAS1_00806,1,00806,80600000,,
PGAS1_00810,1,00810,81000000,,
PGAS1_00811,1,00811,81100000,,
PGAS1_00812,1,00812,81200000,,
PGAS1_00813,1,00813,81300000,,
PGAS1_00819,1,00819,81900000,,
PGAS1_00822,1,00822,82200000,,
PGAS1_00823,1,00823,82300000,,
PGAS1_00828,1,00828,82800000,,
PGAS1_00829,1,00829,82900000,,
PGAS1_00830,1,00830,83000000,,
PGAS1_00831,1,00831,83100000,,
PGAS1_00832,1,00832,83200000,,
PGAS1_00835,1,00835,83500000,,
PGAS1_00836,1,00836,83600000,,
PGAS1_00837,1,00837,83700000,,
PGAS1_00838,1,00838,83800000,,
PGAS1_00839,1,00839,83900000,,
PGAS1_00842,1,00842,84200000,,
PGAS1_00843,1,00843,84300000,,
PGAS1_00844,1,00844,84400000,,
PGAS1_00848,1,00848,84800000,,
PGAS1_00849,1,00849,84900000,,
PGAS1_00852,1,00852,85200000,,
PGAS1_00853,1,00853,85300000,,
PGAS1_00854,1,00854,85400000,,
PGAS1_00855,1,00855,85500000,,
PGAS1_00856,1,00856,85600000,,
PGAS1_00857,1,00857,85700000,,
PGAS1_00858,1,00858,85800000,,
PGAS1_00859,1,00859,85900000,,
PGAS1_00862,1,00862,86200000,,
PGAS1_00864,1,00864,86400000,,
PGAS1_00865,1,00865,86500000,,
PGAS1_00866,1,00866,86600000,,
PGAS1_00867,1,00867,86700000,,
PGAS1_00868,1,00868,86800000,,
PGAS1_00870,1,00870,87000000,,
PGAS1_00871,1,00871,87100000,,
PGAS1_00873,1,00873,87300000,,
PGAS1_00874,1,00874,87400000,,
PGAS1_00875,1,00875,87500000,,
PGAS1_00877,1,00877,87700000,,
PGAS1_00878,1,00878,87800000,,
PGAS1_00879,1,00879,87900000,,
PGAS1_00880,1,00880,88000000,,
PGAS1_00882,1,00882,88200000,,
PGAS1_00884,1,00884,88400000,,
PGAS1_00885,1,00885,88500000,,
PGAS1_00886,1,00886,88600000,,
PGAS1_00889,1,00889,88900000,,
PGAS1_00890,1,00890,89000000,,
PGAS1_00891,1,00891,89100000,,
PGAS1_00892,1,00892,89200000,,
PGAS1_00893,1,00893,89300000,,
PGAS1_00894,1,00894,89400000,,
PGAS1_00895,1,00895,89500000,,
PGAS1_00897,1,00897,89700000,,
PGAS1_00900,1,00900,90000000,,
PGAS1_00901,1,00901,90100000,,
PGAS1_00903,1,00903,90300000,,
PGAS1_00904,1,00904,90400000,,
PGAS1_00906,1,00906,90600000,,
PGAS1_00907,1,00907,90700000,,
PGAS1_00908,1,00908,90800000,,
PGAS1_00909,1,00909,90900000,,
PGAS1_00910,1,00910,91000000,,
PGAS1_00911,1,00911,91100000,,
PGAS1_00913,1,00913,91300000,,
PGAS1_00914,1,00914,91400000,,
PGAS1_00915,1,00915,91500000,,
PGAS1_00916,1,00916,91600000,,
PGAS1_00917,1,00917,91700000,,
